"Variables ->","cpi","cpi_total","cpi_star","i","s","s_1","itcer","I_a","I_p","I_star","emision_n","m1_n","m2_n","credito_n","ingtrib_n","de_us","di_n","fao","lincred_n","prem","z","de_n","ingtrib_n_a","em","m1","m2","cred","ingtrib","di","de","lincred","d","consumo","gasto","fbkf","var_exist","expor","impor","pib","pib_pot","y_star","pet","y_gap","inversion","c","g","inv","x","imp","y","y_pot","ci","v_y","v_y_pot","v_c","v_inv","v_g","v_x","v_imp","v_ci","v_cpi","v_cpi_total","v_em","v_m1","v_m2","v_cred","v_lincred","v_di","v_de","v_d","v_ingtrib","v_s","v_s_1","v_z","v_fao","v_pet","v_cpi_star","v_y_star","E_v_cpi","v_fpi","r","R","E_v_s","term","uip","i_neu","stance","spread"
"Comments ->","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Class[Size] ->","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]"
"1995Q1",3.41013106e+01,3.41013106e+01,1.51400000e+02,9.96000000e+00,5.69000000e+00,5.76000000e+00,6.31759725e+01,2.04000000e+01,NaN,6.75000000e+00,4.00080000e+03,7.43130000e+03,1.77083000e+04,1.04117000e+04,1.37750000e+03,2.21150000e+03,4.68650000e+03,7.51346457e+01,NaN,NaN,1.58288026e+02,1.25834350e+04,NaN,1.17321004e+04,2.17918311e+04,5.19285027e+04,3.05316711e+04,NaN,1.37428736e+04,3.69001507e+04,NaN,5.06430243e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.87990000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1995Q2",3.53078843e+01,3.53078843e+01,1.52500000e+02,1.99000000e+01,5.76000000e+00,5.89000000e+00,6.42577930e+01,2.11000000e+01,NaN,6.17200000e+00,3.79140000e+03,7.22810000e+03,1.76965000e+04,1.10347000e+04,1.78160000e+03,2.23540000e+03,4.37770000e+03,7.50861697e+01,NaN,NaN,1.55623148e+02,1.28759040e+04,NaN,1.07381115e+04,2.04716316e+04,5.01205335e+04,3.12527930e+04,NaN,1.23986472e+04,3.64675036e+04,NaN,4.88661508e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.93790000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1995Q3",3.58019555e+01,3.58019555e+01,1.53200000e+02,2.27400000e+01,5.89000000e+00,5.93000000e+00,6.33897008e+01,2.14000000e+01,NaN,5.96900000e+00,3.75220000e+03,7.30810000e+03,1.86386000e+04,1.15002000e+04,1.48270000e+03,2.15440000e+03,4.89970000e+03,7.82573934e+01,NaN,NaN,1.57754334e+02,1.26894160e+04,NaN,1.04804331e+04,2.04125722e+04,5.20602848e+04,3.21217091e+04,NaN,1.36855653e+04,3.54433601e+04,NaN,4.91289254e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.77760000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1995Q4",3.69617225e+01,3.69617225e+01,1.53500000e+02,2.44600000e+01,5.93000000e+00,6.18000000e+00,6.48043499e+01,2.22000000e+01,NaN,5.42578000e+00,4.45900000e+03,8.06540000e+03,1.95913000e+04,1.24794000e+04,1.84690000e+03,2.10710000e+03,4.48650000e+03,7.79995785e+01,NaN,NaN,1.54310629e+02,1.24951030e+04,6.48870000e+03,1.20638317e+04,2.18209527e+04,5.30042938e+04,3.37630369e+04,1.75551883e+04,1.21382330e+04,3.38055214e+04,NaN,4.59437544e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.06369750e+04,1.76400000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1996Q1",3.80174745e+01,3.80174745e+01,1.55700000e+02,2.03000000e+01,6.18000000e+00,6.13000000e+00,6.30809729e+01,2.24000000e+01,1.10000000e+01,5.72266000e+00,4.22700000e+03,7.71570000e+03,2.00329000e+04,1.29576000e+04,1.55420000e+03,2.12280000e+03,4.39620000e+03,7.85842802e+01,NaN,NaN,1.58526407e+02,1.31189040e+04,6.66540000e+03,1.11185713e+04,2.02951408e+04,5.26939263e+04,3.40832740e+04,1.75324639e+04,1.15636298e+04,3.45075631e+04,NaN,4.60711928e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.07055750e+04,1.77080000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.14839103e+01,1.14839103e+01,-5.22949104e+00,-6.86812516e+00,1.47399505e+00,1.16325203e+01,NaN,-1.58572644e+01,-6.48395083e+00,-9.02756401e+00,NaN,8.61159930e+00,6.42361111e+00,1.50599516e-01,4.59127003e+00,-5.80350019e+00,2.84015852e+00,NaN,NaN,1.83609770e+00,NaN,NaN,NaN,-9.30000000e+00,NaN,NaN,NaN,1.14000000e+01
"1996Q2",3.89588101e+01,3.89588101e+01,1.56700000e+02,1.81800000e+01,6.13000000e+00,6.05000000e+00,6.47873387e+01,2.30000000e+01,1.19000000e+01,6.12500000e+00,3.98900000e+03,7.47060000e+03,1.96546000e+04,1.32425000e+04,2.19790000e+03,2.11550000e+03,4.83910000e+03,8.04629628e+01,NaN,NaN,1.54351146e+02,1.29680150e+04,7.08170000e+03,1.02390191e+04,1.91756370e+04,5.04496928e+04,3.39910279e+04,1.81774032e+04,1.24210673e+04,3.32864761e+04,NaN,4.57075433e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.08114500e+04,1.77510000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.03402563e+01,1.03402563e+01,-4.64786048e+00,-6.33068532e+00,6.56735427e-01,8.76156866e+00,NaN,1.80826911e-01,-8.72291002e+00,-6.46379423e+00,NaN,6.42361111e+00,2.71646859e+00,-8.17359966e-01,7.16083017e+00,-8.40084628e+00,2.75409836e+00,NaN,1.15819112e+01,2.11601664e+00,6.59808884e+00,1.14180888e+01,5.66403394e+00,-6.28000000e+00,NaN,NaN,NaN,1.11000000e+01
"1996Q3",4.00145621e+01,4.00145621e+01,1.57800000e+02,1.67700000e+01,6.05000000e+00,6.00000000e+00,6.69540349e+01,2.27000000e+01,1.16000000e+01,5.98828000e+00,3.87100000e+03,7.43450000e+03,2.00448000e+04,1.35055000e+04,2.02280000e+03,2.07910000e+03,5.65210000e+03,7.68580678e+01,NaN,NaN,1.49356197e+02,1.25785550e+04,7.62180000e+03,9.67397816e+03,1.85794861e+04,5.00937632e+04,3.37514627e+04,1.90475657e+04,1.41251077e+04,3.14349435e+04,NaN,4.55600512e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.09195000e+04,1.81170000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.17664149e+01,1.17664149e+01,-7.69486287e+00,-8.98018173e+00,-3.77739308e+00,5.07368262e+00,NaN,3.21172270e+00,-1.13093582e+01,-7.26430331e+00,NaN,2.71646859e+00,1.18043845e+00,-5.32355391e+00,-1.78810660e+00,1.91831683e+00,3.00261097e+00,NaN,1.05165519e+01,1.25075246e+00,6.25344810e+00,1.21834481e+01,3.80202478e+00,-5.17000000e+00,NaN,NaN,NaN,1.11000000e+01
"1996Q4",4.09714999e+01,4.09714999e+01,1.58600000e+02,7.61000000e+00,6.00000000e+00,6.00000000e+00,6.87558464e+01,2.24000000e+01,1.10000000e+01,5.78906000e+00,4.81980000e+03,9.09900000e+03,2.20286000e+04,1.40072000e+04,2.17730000e+03,2.07490000e+03,5.09300000e+03,7.13653450e+01,NaN,NaN,1.45442177e+02,1.24494000e+04,7.95220000e+03,1.17637871e+04,2.22081203e+04,5.37656665e+04,3.41876671e+04,1.94091015e+04,1.24305920e+04,3.03855120e+04,NaN,4.28161040e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.10382500e+04,1.95310000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.08484593e+01,1.08484593e+01,-2.48714231e+00,1.77429275e+00,1.43643582e+00,1.25767783e+00,NaN,2.40857972e+00,-1.01167185e+01,-6.80756384e+00,1.05604857e+01,1.18043845e+00,-2.91262136e+00,-5.74714259e+00,-8.50547357e+00,1.07199546e+01,3.32247557e+00,3.77245410e+00,1.16756565e+01,6.92119849e-01,-4.06565651e+00,1.07243435e+01,-9.80763842e-02,3.39000000e+00,NaN,NaN,NaN,1.14000000e+01
"1997Q1",4.23913043e+01,4.23913043e+01,1.60000000e+02,6.19000000e+00,6.00000000e+00,5.93000000e+00,7.04845734e+01,2.08100000e+01,8.92000000e+00,6.27344000e+00,4.85340000e+03,9.59730000e+03,2.31907000e+04,1.42843000e+04,2.04680000e+03,1.99890000e+03,5.66460000e+03,7.27783741e+01,NaN,NaN,1.41875016e+02,1.19934000e+04,8.44480000e+03,1.14490462e+04,2.26397846e+04,5.47062667e+04,3.36962974e+04,1.99210667e+04,1.33626462e+04,2.82921231e+04,NaN,4.16547692e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.11550000e+04,2.10130000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.15047880e+01,1.15047880e+01,2.97227831e+00,1.15527346e+01,3.81892282e+00,-1.13538548e+00,NaN,1.55575405e+01,-1.80118196e+01,-9.58608480e+00,1.36238852e+01,-2.91262136e+00,-3.26264274e+00,-1.05038595e+01,-7.38812656e+00,1.86638807e+01,2.76172126e+00,4.19804635e+00,1.01970871e+01,1.59475079e+00,-4.00708709e+00,1.06129129e+01,-1.04110215e+00,2.73000000e+00,NaN,NaN,NaN,1.18900000e+01
"1997Q2",4.24537133e+01,4.24537133e+01,1.60300000e+02,8.34000000e+00,5.93000000e+00,6.11000000e+00,7.13448689e+01,1.89600000e+01,7.75000000e+00,6.12500000e+00,4.49780000e+03,9.29110000e+03,2.34161000e+04,1.44866000e+04,2.61400000e+03,2.01150000e+03,5.92460000e+03,7.02265727e+01,NaN,NaN,1.40164249e+02,1.19281950e+04,8.86090000e+03,1.05945974e+04,2.18852469e+04,5.51567770e+04,3.41232812e+04,2.08719080e+04,1.39554341e+04,2.80969415e+04,NaN,4.20523756e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.12735250e+04,2.00550000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.97076490e+00,8.97076490e+00,3.47277691e+00,1.41304820e+01,9.33025349e+00,3.89083113e-01,NaN,1.23529391e+01,-1.55905196e+01,-7.99685882e+00,1.48233758e+01,-3.26264274e+00,9.91735537e-01,-9.19131299e+00,-1.27218657e+01,1.29795504e+01,2.29738354e+00,4.27394105e+00,1.04038589e+01,6.04622334e-02,-2.06385890e+00,8.55614110e+00,-9.60442911e-01,-5.90000000e-01,NaN,NaN,NaN,1.12100000e+01
"1997Q3",4.33482421e+01,4.33482421e+01,1.61200000e+02,1.06100000e+01,6.11000000e+00,6.19000000e+00,7.02781334e+01,1.67800000e+01,6.42000000e+00,6.00000000e+00,4.39400000e+03,1.00153000e+04,2.49125000e+04,1.52838000e+04,2.01030000e+03,2.10860000e+03,6.06170000e+03,6.99578100e+01,NaN,NaN,1.42291770e+02,1.28835460e+04,8.84840000e+03,1.01365125e+04,2.31042817e+04,5.74706119e+04,3.52581771e+04,2.04123618e+04,1.39837274e+04,2.97210345e+04,NaN,4.37047619e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.14032750e+04,1.97260000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.33116714e+00,8.33116714e+00,4.78122200e+00,2.43537181e+01,1.47260820e+01,4.46414559e+00,NaN,-1.00091522e+00,-5.45224151e+00,-4.07218461e+00,7.16519941e+00,9.91735537e-01,3.16666667e+00,-4.72991856e+00,-8.97792252e+00,8.88116134e+00,2.15462611e+00,4.43037685e+00,8.32911501e+00,4.41292904e-01,2.28088499e+00,8.45088499e+00,-4.79880370e-02,-4.19000000e+00,NaN,NaN,NaN,1.03600000e+01
"1997Q4",4.38891200e+01,4.38891200e+01,1.61300000e+02,1.81700000e+01,6.19000000e+00,6.27000000e+00,7.02035025e+01,1.64000000e+01,6.35000000e+00,5.96875000e+00,5.47610000e+03,1.19482000e+04,2.75641000e+04,1.66041000e+04,2.76890000e+03,2.13510000e+03,5.86520000e+03,6.80385453e+01,NaN,NaN,1.42443035e+02,1.32162690e+04,9.44000000e+03,1.24771242e+04,2.72236035e+04,6.28039477e+04,3.78319273e+04,2.15087475e+04,1.33636765e+04,3.01128594e+04,NaN,4.34765358e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.15291500e+04,1.97120000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.12109671e+00,7.12109671e+00,6.06383903e+00,2.25840056e+01,1.68105072e+01,1.06595756e+01,NaN,7.50635550e+00,-8.97311092e-01,1.54248471e+00,1.08178423e+01,3.16666667e+00,4.50000000e+00,-2.06208531e+00,-4.66164582e+00,9.26731862e-01,1.70239596e+00,4.44726293e+00,7.55627726e+00,6.02387428e-01,1.06137227e+01,8.84372274e+00,2.74586777e+00,-1.18200000e+01,NaN,NaN,NaN,1.00500000e+01
"1998Q1",4.49760766e+01,4.49760766e+01,1.62200000e+02,4.36000000e+00,6.27000000e+00,6.31000000e+00,7.06016520e+01,1.63700000e+01,6.22000000e+00,5.89063000e+00,5.30630000e+03,1.21797000e+04,2.84260000e+04,1.73641000e+04,2.28330000e+03,2.14470000e+03,7.08910000e+03,6.74038214e+01,NaN,NaN,1.41639745e+02,1.34472690e+04,9.67650000e+03,1.17980500e+04,2.70803968e+04,6.32024894e+04,3.86074138e+04,2.15147713e+04,1.57619351e+04,2.98987151e+04,NaN,4.56606502e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.16662000e+04,1.65260000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.09741137e+00,6.09741137e+00,3.04832246e+00,1.96141980e+01,1.55306205e+01,1.45746470e+01,NaN,1.79551933e+01,5.67858423e+00,9.61686036e+00,8.00009676e+00,4.50000000e+00,6.40809444e+00,-1.65829760e-01,-7.38482114e+00,-2.13534479e+01,1.37500000e+00,4.58269834e+00,7.22608411e+00,-1.84874898e+00,-2.86608411e+00,9.14391589e+00,4.78738055e+00,1.86000000e+00,NaN,NaN,NaN,1.01500000e+01
"1998Q2",4.56053672e+01,4.56053672e+01,1.63000000e+02,6.00000000e+00,6.31000000e+00,6.49000000e+00,7.08047229e+01,1.62400000e+01,6.16000000e+00,5.84375000e+00,5.25230000e+03,1.23794000e+04,2.87570000e+04,1.83438000e+04,2.88380000e+03,2.21820000e+03,6.75990000e+03,6.42429666e+01,NaN,NaN,1.41233516e+02,1.39968420e+04,9.94630000e+03,1.15168462e+04,2.71446121e+04,6.30561747e+04,4.02228973e+04,2.18094944e+04,1.48225975e+04,3.06912166e+04,NaN,4.55138140e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.17837500e+04,1.47630000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.42374128e+00,7.42374128e+00,8.70489738e+00,2.40315548e+01,1.43217173e+01,1.78752331e+01,NaN,6.21380410e+00,9.23330055e+00,8.23125529e+00,4.49209710e+00,6.40809444e+00,6.21931260e+00,7.62867175e-01,-8.52043012e+00,-2.63874346e+01,1.68434186e+00,4.52586924e+00,5.88840053e+00,-2.50451004e+00,1.11599473e-01,1.03515995e+01,5.35965630e+00,1.60000000e-01,NaN,NaN,NaN,1.00800000e+01
"1998Q3",4.57301851e+01,4.57301851e+01,1.63600000e+02,2.85900000e+01,6.49000000e+00,6.73000000e+00,6.88023863e+01,1.65300000e+01,6.40000000e+00,5.06250000e+00,5.18930000e+03,1.18307000e+04,2.83982000e+04,1.98447000e+04,2.65630000e+03,2.25930000e+03,6.44700000e+03,6.19303152e+01,NaN,NaN,1.45343796e+02,1.46628570e+04,1.05923000e+04,1.13476470e+04,2.58706584e+04,6.20994643e+04,4.33951884e+04,2.31626003e+04,1.40979092e+04,3.20638479e+04,NaN,4.61617571e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.19028250e+04,1.38090000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.49490102e+00,5.49490102e+00,1.19482366e+01,1.19734373e+01,8.05429466e+00,2.30783663e+01,NaN,8.16533936e-01,7.88267780e+00,5.62180221e+00,1.34733970e+01,6.21931260e+00,8.72374798e+00,2.14490686e+00,-1.14747657e+01,-2.99959444e+01,1.48883375e+00,4.38075904e+00,7.44228237e+00,-3.39393511e+00,2.11477176e+01,9.08771763e+00,7.56592121e+00,-2.21900000e+01,NaN,NaN,NaN,1.01300000e+01
"1998Q4",4.71707926e+01,4.71707926e+01,1.63900000e+02,1.27900000e+01,6.73000000e+00,6.98000000e+00,6.83252135e+01,1.79100000e+01,7.16000000e+00,5.09844000e+00,6.30700000e+03,1.35656000e+04,3.09997000e+04,2.11444000e+04,2.92970000e+03,2.36790000e+03,6.25970000e+03,6.20890113e+01,NaN,NaN,1.46358855e+02,1.59359670e+04,1.07531000e+04,1.33705619e+04,2.87584737e+04,6.57179969e+04,4.48251955e+04,2.27960978e+04,1.32702879e+04,3.37835472e+04,NaN,4.70538352e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.20458250e+04,1.27990000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.47718924e+00,7.47718924e+00,7.16060592e+00,5.63801291e+00,4.63991398e+00,1.84850962e+01,NaN,-6.98823534e-01,1.21897685e+01,8.22811494e+00,5.98524062e+00,8.72374798e+00,1.13237640e+01,2.74904227e+00,-8.74435801e+00,-3.50700081e+01,1.61190329e+00,4.48146654e+00,4.97664076e+00,-3.29566289e+00,7.81335924e+00,1.29333592e+01,8.77153828e+00,-5.63000000e+00,NaN,NaN,NaN,1.07500000e+01
"1999Q1",4.67755357e+01,4.67755357e+01,1.65000000e+02,1.88100000e+01,6.98000000e+00,7.36000000e+00,6.49041287e+01,1.89000000e+01,8.55000000e+00,5.25000000e+00,6.58040000e+03,1.36815000e+04,3.10526000e+04,2.18453000e+04,2.96290000e+03,2.39270000e+03,5.93230000e+03,5.70162774e+01,NaN,NaN,1.54073403e+02,1.67010460e+04,1.14327000e+04,1.40680377e+04,2.92492642e+04,6.63864124e+04,4.67024048e+04,2.44416228e+04,1.26824844e+04,3.57046600e+04,NaN,4.83871444e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.21885500e+04,1.36000000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.00092506e+00,4.00092506e+00,1.92403636e+01,8.00899405e+00,5.03765443e+00,2.09674519e+01,NaN,-1.95372631e+01,1.94187105e+01,5.97121194e+00,1.36039166e+01,1.13237640e+01,1.66402536e+01,8.77836799e+00,-1.54109125e+01,-1.77054339e+01,1.72626387e+00,4.47746481e+00,6.34706538e+00,-3.10735852e+00,1.24629346e+01,1.25529346e+01,1.26820008e+01,-1.02600000e+01,NaN,NaN,NaN,1.03500000e+01
"1999Q2",4.75296443e+01,4.75296443e+01,1.66200000e+02,1.80300000e+01,7.36000000e+00,7.78000000e+00,6.20764734e+01,1.89300000e+01,8.70000000e+00,5.84000000e+00,6.29540000e+03,1.34881000e+04,3.14433000e+04,2.25727000e+04,3.17030000e+03,2.44440000e+03,6.59620000e+03,5.45603535e+01,NaN,NaN,1.61091625e+02,1.79907840e+04,1.17192000e+04,1.32452075e+04,2.83782894e+04,6.61551343e+04,4.74918345e+04,2.46566121e+04,1.38780757e+04,3.78517119e+04,NaN,5.17297875e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.23297750e+04,1.76060000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.21940929e+00,4.21940929e+00,1.50072446e+01,4.54483316e+00,4.91460132e+00,1.80716400e+01,NaN,-6.37217462e+00,2.33307640e+01,1.36573338e+01,1.30544872e+01,1.66402536e+01,1.98767334e+01,1.40604790e+01,-1.50718649e+01,1.92576035e+01,1.96319018e+00,4.63371168e+00,4.96827880e+00,1.40347855e-01,1.30617212e+01,1.39617212e+01,1.56002487e+01,-9.33000000e+00,NaN,NaN,NaN,1.02300000e+01
"1999Q3",4.88350322e+01,4.88350322e+01,1.67900000e+02,4.06800000e+01,7.78000000e+00,7.67000000e+00,5.96915054e+01,2.03300000e+01,1.03700000e+01,6.03500000e+00,6.32160000e+03,1.30780000e+04,3.13282000e+04,2.31984000e+04,3.12470000e+03,2.56880000e+03,7.52460000e+03,5.45894013e+01,NaN,NaN,1.67528025e+02,1.99852640e+04,1.21876000e+04,1.29448056e+04,2.67799557e+04,6.41510788e+04,4.75036033e+04,2.49566744e+04,1.54082012e+04,4.09240315e+04,NaN,5.63322327e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.24749750e+04,2.09310000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.78949162e+00,6.78949162e+00,1.40747997e+01,3.51478209e+00,3.30375551e+00,9.46744347e+00,NaN,9.29422855e+00,2.76329395e+01,2.20322540e+01,7.74556442e+00,1.98767334e+01,1.39673105e+01,1.52632788e+01,-1.18535065e+01,5.15750597e+01,2.62836186e+00,4.80684207e+00,4.46151099e+00,3.55237951e+00,3.62184890e+01,1.58684890e+01,1.53037821e+01,-3.03100000e+01,NaN,NaN,NaN,9.96000000e+00
"1999Q4",4.94903266e+01,4.94903266e+01,1.68300000e+02,2.83600000e+01,7.67000000e+00,7.72000000e+00,6.12079887e+01,2.06200000e+01,1.12800000e+01,6.50000000e+00,8.42860000e+03,1.54972000e+04,3.34562000e+04,2.40999000e+04,3.35420000e+03,2.63130000e+03,7.80710000e+03,5.18803538e+01,NaN,NaN,1.63377366e+02,2.01820710e+04,1.26121000e+04,1.70308029e+04,3.13135941e+04,6.76014936e+04,4.86961830e+04,2.54839700e+04,1.57750020e+04,4.07798299e+04,NaN,5.65548319e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.26233750e+04,2.45960000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.91730983e+00,4.91730983e+00,2.73753723e+01,8.88475653e+00,2.86602889e+00,8.63574029e+00,NaN,1.88746020e+01,2.07091416e+01,2.01917583e+01,1.17909314e+01,1.39673105e+01,1.06017192e+01,1.16279345e+01,-1.64419714e+01,9.21712634e+01,2.68456376e+00,4.79460726e+00,7.30383672e+00,6.14731417e+00,2.10561633e+01,1.33161633e+01,1.52392263e+01,-1.70800000e+01,NaN,NaN,NaN,9.34000000e+00
