"Variables ->","v_cpi_sub","v_cpi_nosub","cpi","cpi_star","i_endo","s_endo","s","s_1","itcer","I_a","I_p","I_star","emision_n","m1_n","m2_n","credito_n","ingtrib_n","de_us","di_n","lincred_n","prem_endo","prem","z","de_n","ingtrib_n_a","em","m1","m2","cred","ingtrib","di","de","lincred","d","emision_mm","m1_mm","m2_mm","cred_mm","consumo","gasto","fbkf","expor","impor","pib","y_star","inversion","c","g","inv","x","imp","y","ci","v_y_exo","v_s_exo","prem_exo","v_y_endo","v_y","v_c","v_inv","v_g","v_x","v_imp","v_ci","v_cpi","v_em","v_m1","v_m2","v_cred","v_lincred","v_di","v_de","v_d","v_ingtrib","v_s_endo","v_s","v_s_1","v_z","v_cpi_star","v_y_star","E_v_cpi","r","R","E_v_s","term","i_exo","i","i_neu","spread"
"Comments ->","Actualizada","","Actualizada","Actualizada","Actualizada","Actualizada","Actualizada","Actualizada","Actualizada","Actualizada","Actualizada","Actualizada","Actualizada","Actualizada","Actualizada","Actualizada","Actualizada","Actualizada","Actualizada","Actualizada","Actualizada","","Actualizada","","","","","","","","","","","","","","","","ya","ya","ya","ya","ya","ya","Actualizada","ya","","","","","","","","","","ya","","","","","","","","","","","","","","","","","","","Actualizada","","Actualizada","Actualizada","Actualizada","Actualizada","","","","","","","","",""
"Class[Size] ->","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]"
"1995Q1",NaN,NaN,3.41013106e+01,7.40130000e+01,9.96000000e+00,5.69000000e+00,5.69000000e+00,5.76000000e+00,6.31759725e+01,2.04000000e+01,NaN,6.30000000e+00,4.00080000e+03,7.43130000e+03,1.77083000e+04,1.04117000e+04,1.37750000e+03,2.21150000e+03,4.68650000e+03,NaN,NaN,NaN,1.58288026e+02,1.25834350e+04,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,1.37428736e+04,3.69001507e+04,NaN,5.06430243e+04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1995Q2",NaN,NaN,3.53078843e+01,7.43750000e+01,1.99000000e+01,5.76000000e+00,5.76000000e+00,5.89000000e+00,6.42577930e+01,2.11000000e+01,NaN,6.11000000e+00,3.79140000e+03,7.22810000e+03,1.76965000e+04,1.10347000e+04,1.78160000e+03,2.23540000e+03,4.37770000e+03,NaN,NaN,NaN,1.55623148e+02,1.28759040e+04,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,1.23986472e+04,3.64675036e+04,NaN,4.88661508e+04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1995Q3",NaN,NaN,3.58019555e+01,7.47700000e+01,2.27400000e+01,5.89000000e+00,5.89000000e+00,5.93000000e+00,6.33897008e+01,2.14000000e+01,NaN,6.20000000e+00,3.75220000e+03,7.30810000e+03,1.86386000e+04,1.15002000e+04,1.48270000e+03,2.15440000e+03,4.89970000e+03,NaN,NaN,NaN,1.57754334e+02,1.26894160e+04,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,1.36855653e+04,3.54433601e+04,NaN,4.91289254e+04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1995Q4",NaN,NaN,3.69617225e+01,7.51050000e+01,2.44600000e+01,5.93000000e+00,5.93000000e+00,6.18000000e+00,6.48043499e+01,2.22000000e+01,NaN,4.73000000e+00,4.45900000e+03,8.06540000e+03,1.95913000e+04,1.24794000e+04,1.84690000e+03,2.10710000e+03,4.48650000e+03,NaN,NaN,NaN,1.54310629e+02,1.24951030e+04,6.48870000e+03,1.12536192e+04,2.11242469e+04,5.17784037e+04,3.19173025e+04,1.75551883e+04,1.21382330e+04,3.38055214e+04,NaN,4.59437544e+04,1.12536192e+04,2.11242469e+04,5.17784037e+04,3.19173025e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.06369750e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1996Q1",NaN,NaN,3.80174745e+01,7.54620000e+01,2.03000000e+01,6.18000000e+00,6.18000000e+00,6.13000000e+00,6.30809729e+01,2.24000000e+01,1.10000000e+01,5.25000000e+00,4.22700000e+03,7.71570000e+03,2.00329000e+04,1.29576000e+04,1.55420000e+03,2.12280000e+03,4.39620000e+03,NaN,NaN,NaN,1.58526407e+02,1.31189040e+04,6.66540000e+03,1.11002369e+04,2.07500743e+04,5.19697596e+04,3.28052032e+04,1.75324639e+04,1.15636298e+04,3.45075631e+04,NaN,4.60711928e+04,1.11002369e+04,2.07500743e+04,5.19697596e+04,3.28052032e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.07055750e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,Inf,Inf,NaN,-1.58572644e+01,-6.48395083e+00,-9.02756401e+00,NaN,8.61159930e+00,8.61159930e+00,6.42361111e+00,1.50599516e-01,1.95776418e+00,NaN,NaN,NaN,NaN,NaN,-9.30000000e+00,NaN,NaN,NaN,1.14000000e+01
"1996Q2",NaN,NaN,3.89588101e+01,7.57540000e+01,1.81800000e+01,6.13000000e+00,6.13000000e+00,6.05000000e+00,6.47873387e+01,2.30000000e+01,1.19000000e+01,5.00000000e+00,3.98900000e+03,7.47060000e+03,1.96546000e+04,1.32425000e+04,2.19790000e+03,2.11550000e+03,4.83910000e+03,NaN,NaN,NaN,1.54351146e+02,1.29680150e+04,7.08170000e+03,1.09754638e+04,2.04260757e+04,5.20520494e+04,3.34897620e+04,1.81774032e+04,1.24210673e+04,3.32864761e+04,NaN,4.57075433e+04,1.09754638e+04,2.04260757e+04,5.20520494e+04,3.34897620e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.08114500e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,Inf,Inf,NaN,1.80826911e-01,-8.72291002e+00,-6.46379423e+00,NaN,6.42361111e+00,6.42361111e+00,2.71646859e+00,-8.17359966e-01,1.85411765e+00,NaN,NaN,NaN,NaN,5.66403394e+00,-6.28000000e+00,NaN,NaN,NaN,1.11000000e+01
"1996Q3",NaN,NaN,4.00145621e+01,7.61920000e+01,1.67700000e+01,6.05000000e+00,6.05000000e+00,6.00000000e+00,6.69540349e+01,2.27000000e+01,1.16000000e+01,6.09000000e+00,3.87100000e+03,7.43450000e+03,2.00448000e+04,1.35055000e+04,2.02280000e+03,2.07910000e+03,5.65210000e+03,NaN,NaN,NaN,1.49356197e+02,1.25785550e+04,7.62180000e+03,1.07738501e+04,1.99678042e+04,5.15604190e+04,3.38972004e+04,1.90475657e+04,1.41251077e+04,3.14349435e+04,NaN,4.55600512e+04,1.07738501e+04,1.99678042e+04,5.15604190e+04,3.38972004e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.09195000e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Inf,Inf,Inf,NaN,3.21172270e+00,-1.13093582e+01,-7.26430331e+00,NaN,2.71646859e+00,2.71646859e+00,1.18043845e+00,-5.32355391e+00,1.90183229e+00,NaN,NaN,NaN,NaN,3.80202478e+00,-5.17000000e+00,NaN,NaN,NaN,1.11000000e+01
"1996Q4",NaN,NaN,4.09714999e+01,7.65030000e+01,7.61000000e+00,6.00000000e+00,6.00000000e+00,6.00000000e+00,6.87558464e+01,2.24000000e+01,1.10000000e+01,6.26000000e+00,4.81980000e+03,9.09900000e+03,2.20286000e+04,1.40072000e+04,2.17730000e+03,2.07490000e+03,5.09300000e+03,NaN,NaN,NaN,1.45442177e+02,1.24494000e+04,7.95220000e+03,1.06988389e+04,2.00645961e+04,5.17507622e+04,3.40033579e+04,1.94091015e+04,1.24305920e+04,3.03855120e+04,NaN,4.28161040e+04,1.06988389e+04,2.00645961e+04,5.17507622e+04,3.40033579e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.10382500e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.92979451e+00,-5.01627741e+00,-5.33842628e-02,6.53581357e+00,NaN,2.40857972e+00,-1.01167185e+01,-6.80756384e+00,1.05604857e+01,1.18043845e+00,1.18043845e+00,-2.91262136e+00,-5.74714259e+00,1.86139405e+00,3.77245410e+00,NaN,NaN,NaN,-9.80763842e-02,3.39000000e+00,NaN,NaN,NaN,1.14000000e+01
"1997Q1",NaN,NaN,4.23913043e+01,7.69250000e+01,6.19000000e+00,6.00000000e+00,6.00000000e+00,5.93000000e+00,7.04845734e+01,2.08100000e+01,8.92000000e+00,7.07000000e+00,4.85340000e+03,9.59730000e+03,2.31907000e+04,1.42843000e+04,2.04680000e+03,1.99890000e+03,5.66460000e+03,NaN,NaN,NaN,1.41875016e+02,1.19934000e+04,8.44480000e+03,1.07814576e+04,2.06507570e+04,5.22538473e+04,3.39066138e+04,1.99210667e+04,1.33626462e+04,2.82921231e+04,NaN,4.16547692e+04,1.07814576e+04,2.06507570e+04,5.22538473e+04,3.39066138e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.11550000e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.87182425e+00,-4.78635995e-01,5.46640368e-01,3.35742637e+00,NaN,1.55575405e+01,-1.80118196e+01,-9.58608480e+00,1.36238852e+01,-2.91262136e+00,-2.91262136e+00,-3.26264274e+00,-1.05038595e+01,1.93872413e+00,4.19804635e+00,NaN,NaN,NaN,-1.04110215e+00,2.73000000e+00,NaN,NaN,NaN,1.18900000e+01
"1997Q2",NaN,NaN,4.24537133e+01,7.72450000e+01,8.34000000e+00,5.93000000e+00,5.93000000e+00,6.11000000e+00,7.13448689e+01,1.89600000e+01,7.75000000e+00,6.87000000e+00,4.49780000e+03,9.29110000e+03,2.34161000e+04,1.44866000e+04,2.61400000e+03,2.01150000e+03,5.92460000e+03,NaN,NaN,NaN,1.40164249e+02,1.19281950e+04,8.86090000e+03,1.08703522e+04,2.13281595e+04,5.34306184e+04,3.39396771e+04,2.08719080e+04,1.39554341e+04,2.80969415e+04,NaN,4.20523756e+04,1.08703522e+04,2.13281595e+04,5.34306184e+04,3.39396771e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.12735250e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.57696310e-01,4.41633438e+00,2.64844311e+00,1.34344088e+00,NaN,1.23529391e+01,-1.55905196e+01,-7.99685882e+00,1.48233758e+01,-3.26264274e+00,-3.26264274e+00,9.91735537e-01,-9.19131299e+00,1.96821290e+00,4.27394105e+00,NaN,NaN,NaN,-9.60442911e-01,-5.90000000e-01,NaN,NaN,NaN,1.12100000e+01
"1997Q3",NaN,NaN,4.33482421e+01,7.74270000e+01,1.06100000e+01,6.11000000e+00,6.11000000e+00,6.19000000e+00,7.02781334e+01,1.67800000e+01,6.42000000e+00,5.81000000e+00,4.39400000e+03,1.00153000e+04,2.49125000e+04,1.52838000e+04,2.01030000e+03,2.10860000e+03,6.06170000e+03,NaN,NaN,NaN,1.42291770e+02,1.28835460e+04,8.84840000e+03,1.09859858e+04,2.24593584e+04,5.52748305e+04,3.43163557e+04,2.04123618e+04,1.39837274e+04,2.97210345e+04,NaN,4.37047619e+04,1.09859858e+04,2.24593584e+04,5.52748305e+04,3.43163557e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.14032750e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.96898712e+00,1.24778579e+01,7.20399784e+00,1.23654863e+00,NaN,-1.00091522e+00,-5.45224151e+00,-4.07218461e+00,7.16519941e+00,9.91735537e-01,9.91735537e-01,3.16666667e+00,-4.72991856e+00,1.62090508e+00,4.43037685e+00,NaN,NaN,NaN,-4.79880370e-02,-4.19000000e+00,NaN,NaN,NaN,1.03600000e+01
"1997Q4",NaN,NaN,4.38891200e+01,7.76130000e+01,1.81700000e+01,6.19000000e+00,6.19000000e+00,6.27000000e+00,7.02035025e+01,1.64000000e+01,6.35000000e+00,5.84000000e+00,5.47610000e+03,1.19482000e+04,2.75641000e+04,1.66041000e+04,2.76890000e+03,2.13510000e+03,5.86520000e+03,NaN,NaN,NaN,1.42443035e+02,1.32162690e+04,9.44000000e+03,1.11643201e+04,2.37132292e+04,5.75344008e+04,3.52274208e+04,2.15087475e+04,1.33636765e+04,3.01128594e+04,NaN,4.34765358e+04,1.11643201e+04,2.37132292e+04,5.75344008e+04,3.52274208e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.15291500e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.35076337e+00,1.81844335e+01,1.11759487e+01,3.59982937e+00,NaN,7.50635550e+00,-8.97311092e-01,1.54248471e+00,1.08178423e+01,3.16666667e+00,3.16666667e+00,4.50000000e+00,-2.06208531e+00,1.45092349e+00,4.44726293e+00,NaN,NaN,NaN,2.74586777e+00,-1.18200000e+01,NaN,NaN,NaN,1.00500000e+01
"1998Q1",NaN,NaN,4.49760766e+01,7.78810000e+01,4.36000000e+00,6.27000000e+00,6.27000000e+00,6.31000000e+00,7.06016520e+01,1.63700000e+01,6.22000000e+00,5.88000000e+00,5.30630000e+03,1.21797000e+04,2.84260000e+04,1.73641000e+04,2.28330000e+03,2.14470000e+03,7.08910000e+03,NaN,NaN,NaN,1.41639745e+02,1.34472690e+04,9.67650000e+03,1.12515710e+04,2.48233822e+04,5.96584565e+04,3.64551999e+04,2.15147713e+04,1.57619351e+04,2.98987151e+04,NaN,4.56606502e+04,1.12515710e+04,2.48233822e+04,5.96584565e+04,3.64551999e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.16662000e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.36038819e+00,2.02056769e+01,1.41704574e+01,7.51648665e+00,NaN,1.79551933e+01,5.67858423e+00,9.61686036e+00,8.00009676e+00,4.50000000e+00,4.50000000e+00,6.40809444e+00,-1.65829760e-01,1.24276893e+00,4.58269834e+00,NaN,NaN,NaN,4.78738055e+00,1.86000000e+00,NaN,NaN,NaN,1.01500000e+01
"1998Q2",NaN,NaN,4.56053672e+01,7.80020000e+01,6.00000000e+00,6.31000000e+00,6.31000000e+00,6.49000000e+00,7.08047229e+01,1.62400000e+01,6.16000000e+00,7.06000000e+00,5.25230000e+03,1.23794000e+04,2.87570000e+04,1.83438000e+04,2.88380000e+03,2.21820000e+03,6.75990000e+03,NaN,NaN,NaN,1.41233516e+02,1.39968420e+04,9.94630000e+03,1.14821332e+04,2.61382235e+04,6.16333059e+04,3.79801039e+04,2.18094944e+04,1.48225975e+04,3.06912166e+04,NaN,4.55138140e+04,1.14821332e+04,2.61382235e+04,6.16333059e+04,3.79801039e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.17837500e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.62797809e+00,2.25526447e+01,1.53520356e+01,1.19047296e+01,NaN,6.21380410e+00,9.23330055e+00,8.23125529e+00,4.49209710e+00,6.40809444e+00,6.40809444e+00,6.21931260e+00,7.62867175e-01,9.79998705e-01,4.52586924e+00,NaN,NaN,NaN,5.35965630e+00,1.60000000e-01,NaN,NaN,NaN,1.00800000e+01
"1998Q3",NaN,NaN,4.57301851e+01,7.83610000e+01,2.85900000e+01,6.49000000e+00,6.49000000e+00,6.73000000e+00,6.88023863e+01,1.65300000e+01,6.40000000e+00,6.14000000e+00,5.18930000e+03,1.18307000e+04,2.83982000e+04,1.98447000e+04,2.65630000e+03,2.25930000e+03,6.44700000e+03,NaN,NaN,NaN,1.45343796e+02,1.46628570e+04,1.05923000e+04,1.17849169e+04,2.68298177e+04,6.27905190e+04,4.00143567e+04,2.31626003e+04,1.40979092e+04,3.20638479e+04,NaN,4.61617571e+04,1.17849169e+04,2.68298177e+04,6.27905190e+04,4.00143567e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.19028250e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.27227476e+00,1.94594129e+01,1.35969454e+01,1.66043301e+01,NaN,8.16533936e-01,7.88267780e+00,5.62180221e+00,1.34733970e+01,6.21931260e+00,6.21931260e+00,8.72374798e+00,2.14490686e+00,1.20629754e+00,4.38075904e+00,NaN,NaN,NaN,7.56592121e+00,-2.21900000e+01,NaN,NaN,NaN,1.01300000e+01
"1998Q4",NaN,NaN,4.71707926e+01,7.86630000e+01,1.27900000e+01,6.73000000e+00,6.73000000e+00,6.98000000e+00,6.83252135e+01,1.79100000e+01,7.16000000e+00,4.07000000e+00,6.30700000e+03,1.35656000e+04,3.09997000e+04,2.11444000e+04,2.92970000e+03,2.36790000e+03,6.25970000e+03,NaN,NaN,NaN,1.46358855e+02,1.59359670e+04,1.07531000e+04,1.20082763e+04,2.72135353e+04,6.35190313e+04,4.17626738e+04,2.27960978e+04,1.32702879e+04,3.37835472e+04,NaN,4.70538352e+04,1.20082763e+04,2.72135353e+04,6.35190313e+04,4.17626738e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.20458250e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.55940543e+00,1.47609844e+01,1.04018299e+01,1.85516079e+01,NaN,-6.98823534e-01,1.21897685e+01,8.22811494e+00,5.98524062e+00,8.72374798e+00,8.72374798e+00,1.13237640e+01,2.74904227e+00,1.35286614e+00,4.48146654e+00,NaN,NaN,NaN,8.77153828e+00,-5.63000000e+00,NaN,NaN,NaN,1.07500000e+01
"1999Q1",NaN,NaN,4.67755357e+01,7.87730000e+01,1.88100000e+01,6.98000000e+00,6.98000000e+00,7.36000000e+00,6.49041287e+01,1.89000000e+01,8.55000000e+00,4.98000000e+00,6.58040000e+03,1.36815000e+04,3.10526000e+04,2.18453000e+04,2.96290000e+03,2.39270000e+03,5.93230000e+03,NaN,NaN,NaN,1.54073403e+02,1.67010460e+04,1.14327000e+04,1.25757732e+04,2.77557521e+04,6.43150121e+04,4.37864215e+04,2.44416228e+04,1.26824844e+04,3.57046600e+04,NaN,4.83871444e+04,1.25757732e+04,2.77557521e+04,6.43150121e+04,4.37864215e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.21885500e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.17690426e+01,1.18129344e+01,7.80535709e+00,2.01102219e+01,NaN,-1.95372631e+01,1.94187105e+01,5.97121194e+00,1.36039166e+01,1.13237640e+01,1.13237640e+01,1.66402536e+01,8.77836799e+00,1.14533712e+00,4.47746481e+00,NaN,NaN,NaN,1.26820008e+01,-1.02600000e+01,NaN,NaN,NaN,1.03500000e+01
"1999Q2",NaN,NaN,4.75296443e+01,7.90920000e+01,1.80300000e+01,7.36000000e+00,7.36000000e+00,7.78000000e+00,6.20764734e+01,1.89300000e+01,8.70000000e+00,5.12000000e+00,6.29540000e+03,1.34881000e+04,3.14433000e+04,2.25727000e+04,3.17030000e+03,2.44440000e+03,6.59620000e+03,NaN,NaN,NaN,1.61091625e+02,1.79907840e+04,1.17192000e+04,1.30078635e+04,2.80641714e+04,6.50897520e+04,4.56036558e+04,2.46566121e+04,1.38780757e+04,3.78517119e+04,NaN,5.17297875e+04,1.30078635e+04,2.80641714e+04,6.50897520e+04,4.56036558e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.23297750e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.32878644e+01,7.36831986e+00,5.60808153e+00,2.00724883e+01,NaN,-6.37217462e+00,2.33307640e+01,1.36573338e+01,1.30544872e+01,1.66402536e+01,1.66402536e+01,1.98767334e+01,1.40604790e+01,1.39740007e+00,4.63371168e+00,NaN,NaN,NaN,1.56002487e+01,-9.33000000e+00,NaN,NaN,NaN,1.02300000e+01
"1999Q3",NaN,NaN,4.88350322e+01,7.94830000e+01,4.06800000e+01,7.78000000e+00,7.78000000e+00,7.67000000e+00,5.96915054e+01,2.03300000e+01,1.03700000e+01,5.51000000e+00,6.32160000e+03,1.30780000e+04,3.13282000e+04,2.31984000e+04,3.12470000e+03,2.56880000e+03,7.52460000e+03,NaN,NaN,NaN,1.67528025e+02,1.99852640e+04,1.21876000e+04,1.34071532e+04,2.82914958e+04,6.56026556e+04,4.66307595e+04,2.49566744e+04,1.54082012e+04,4.09240315e+04,NaN,5.63322327e+04,1.34071532e+04,2.82914958e+04,6.56026556e+04,4.66307595e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.24749750e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.37653607e+01,5.44796121e+00,4.47860059e+00,1.65350723e+01,NaN,9.29422855e+00,2.76329395e+01,2.20322540e+01,7.74556442e+00,1.98767334e+01,1.98767334e+01,1.39673105e+01,1.52632788e+01,1.43183471e+00,4.80684207e+00,NaN,NaN,NaN,1.53037821e+01,-3.03100000e+01,NaN,NaN,NaN,9.96000000e+00
"1999Q4",NaN,NaN,4.94903266e+01,7.97960000e+01,2.83600000e+01,7.67000000e+00,7.67000000e+00,7.72000000e+00,6.12079887e+01,2.06200000e+01,1.12800000e+01,3.99000000e+00,8.42860000e+03,1.54972000e+04,3.34562000e+04,2.40999000e+04,3.35420000e+03,2.63130000e+03,7.80710000e+03,NaN,NaN,NaN,1.63377366e+02,2.01820710e+04,1.26121000e+04,1.43222134e+04,2.89302758e+04,6.60735298e+04,4.75985064e+04,2.54839700e+04,1.57750020e+04,4.07798299e+04,NaN,5.65548319e+04,1.43222134e+04,2.89302758e+04,6.60735298e+04,4.75985064e+04,NaN,NaN,NaN,NaN,NaN,NaN,1.26233750e+04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000000e+00,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.92695197e+01,6.30840708e+00,4.02162692e+00,1.39738003e+01,NaN,1.88746020e+01,2.07091416e+01,2.01917583e+01,1.17909314e+01,1.39673105e+01,1.39673105e+01,1.06017192e+01,1.16279345e+01,1.44032137e+00,4.79460726e+00,NaN,NaN,NaN,1.52392263e+01,-1.70800000e+01,NaN,NaN,NaN,9.34000000e+00
